      step       potential         kinetic           total               T
      2213   -0.267768E+03    0.533450E+01   -0.262434E+03    0.564497E-01
      2214   -0.267799E+03    0.529645E+01   -0.262502E+03    0.560471E-01
      2215   -0.267829E+03    0.525906E+01   -0.262570E+03    0.556514E-01
      2216   -0.267860E+03    0.522234E+01   -0.262637E+03    0.552629E-01
      2217   -0.267890E+03    0.518632E+01   -0.262704E+03    0.548817E-01
      2218   -0.267921E+03    0.515102E+01   -0.262770E+03    0.545081E-01
      2219   -0.267951E+03    0.511646E+01   -0.262835E+03    0.541424E-01
      2220   -0.267982E+03    0.508265E+01   -0.262899E+03    0.537846E-01
      2221   -0.268012E+03    0.504961E+01   -0.262963E+03    0.534350E-01
      2222   -0.268043E+03    0.501736E+01   -0.263026E+03    0.530938E-01
      2223   -0.268074E+03    0.498591E+01   -0.263088E+03    0.527609E-01
      2224   -0.268105E+03    0.495527E+01   -0.263149E+03    0.524367E-01
      2225   -0.268135E+03    0.492545E+01   -0.263210E+03    0.521212E-01
      2226   -0.268167E+03    0.489647E+01   -0.263270E+03    0.518145E-01
