      step       potential         kinetic           total               T
      8296   -0.235905E+03    0.104123E+02   -0.225492E+03    0.110183E+00
      8297   -0.235806E+03    0.103950E+02   -0.225411E+03    0.110000E+00
      8298   -0.235708E+03    0.103770E+02   -0.225331E+03    0.109810E+00
      8299   -0.235608E+03    0.103584E+02   -0.225250E+03    0.109613E+00
      8300   -0.235509E+03    0.103392E+02   -0.225170E+03    0.109410E+00
      8301   -0.235409E+03    0.103195E+02   -0.225089E+03    0.109201E+00
      8302   -0.235309E+03    0.102992E+02   -0.225009E+03    0.108986E+00
      8303   -0.235208E+03    0.102784E+02   -0.224930E+03    0.108766E+00
      8304   -0.235107E+03    0.102572E+02   -0.224850E+03    0.108542E+00
      8305   -0.235006E+03    0.102356E+02   -0.224771E+03    0.108313E+00
      8306   -0.234905E+03    0.102136E+02   -0.224692E+03    0.108080E+00
      8307   -0.234804E+03    0.101913E+02   -0.224613E+03    0.107845E+00
      8308   -0.234703E+03    0.101688E+02   -0.224534E+03    0.107606E+00
      8309   -0.234601E+03    0.101460E+02   -0.224455E+03    0.107366E+00
      8310   -0.234500E+03    0.101231E+02   -0.224377E+03    0.107123E+00
      8311   -0.234399E+03    0.101001E+02   -0.224299E+03    0.106880E+00
      8312   -0.234298E+03    0.100771E+02   -0.224221E+03    0.106636E+00
      8313   -0.234198E+03    0.100540E+02   -0.224144E+03    0.106392E+00
      8314   -0.234097E+03    0.100310E+02   -0.224066E+03    0.106148E+00
      8315   -0.233997E+03    0.100081E+02   -0.223989E+03    0.105906E+00
      8316   -0.233897E+03    0.998533E+01   -0.223912E+03    0.105665E+00
      8317   -0.233798E+03    0.996278E+01   -0.223835E+03    0.105426E+00
      8318   -0.233699E+03    0.994049E+01   -0.223758E+03    0.105190E+00
      8319   -0.233601E+03    0.991852E+01   -0.223682E+03    0.104958E+00
      8320   -0.233503E+03    0.989691E+01   -0.223606E+03    0.104729E+00
      8321   -0.233406E+03    0.987572E+01   -0.223530E+03    0.104505E+00
      8322   -0.233309E+03    0.985499E+01   -0.223454E+03    0.104286E+00
      8323   -0.233214E+03    0.983478E+01   -0.223379E+03    0.104072E+00
      8324   -0.233119E+03    0.981512E+01   -0.223304E+03    0.103864E+00
      8325   -0.233025E+03    0.979607E+01   -0.223229E+03    0.103662E+00
      8326   -0.232932E+03    0.977767E+01   -0.223154E+03    0.103467E+00
      8327   -0.232839E+03    0.975996E+01   -0.223079E+03    0.103280E+00
      8328   -0.232748E+03    0.974298E+01   -0.223005E+03    0.103100E+00
      8329   -0.232658E+03    0.972677E+01   -0.222931E+03    0.102929E+00
      8330   -0.232569E+03    0.971136E+01   -0.222857E+03    0.102766E+00
      8331   -0.232480E+03    0.969679E+01   -0.222784E+03    0.102612E+00
      8332   -0.232393E+03    0.968309E+01   -0.222710E+03    0.102467E+00
      8333   -0.232307E+03    0.967028E+01   -0.222637E+03    0.102331E+00
      8334   -0.232223E+03    0.965839E+01   -0.222564E+03    0.102205E+00
      8335   -0.232139E+03    0.964744E+01   -0.222492E+03    0.102089E+00
      8336   -0.232057E+03    0.963745E+01   -0.222419E+03    0.101984E+00
      8337   -0.231976E+03    0.962845E+01   -0.222347E+03    0.101888E+00
      8338   -0.231896E+03    0.962043E+01   -0.222275E+03    0.101803E+00
      8339   -0.231817E+03    0.961342E+01   -0.222204E+03    0.101729E+00
      8340   -0.231740E+03    0.960741E+01   -0.222132E+03    0.101666E+00
      8341   -0.231664E+03    0.960242E+01   -0.222061E+03    0.101613E+00
      8342   -0.231589E+03    0.959844E+01   -0.221990E+03    0.101571E+00
      8343   -0.231515E+03    0.959547E+01   -0.221920E+03    0.101539E+00
      8344   -0.231443E+03    0.959351E+01   -0.221849E+03    0.101519E+00
      8345   -0.231372E+03    0.959254E+01   -0.221779E+03    0.101508E+00
      8346   -0.231302E+03    0.959256E+01   -0.221709E+03    0.101509E+00
      8347   -0.231233E+03    0.959355E+01   -0.221640E+03    0.101519E+00
      8348   -0.231166E+03    0.959550E+01   -0.221571E+03    0.101540E+00
      8349   -0.231100E+03    0.959837E+01   -0.221502E+03    0.101570E+00
      8350   -0.231035E+03    0.960216E+01   -0.221433E+03    0.101610E+00
      8351   -0.230971E+03    0.960682E+01   -0.221364E+03    0.101659E+00
      8352   -0.230909E+03    0.961233E+01   -0.221296E+03    0.101718E+00
      8353   -0.230847E+03    0.961867E+01   -0.221228E+03    0.101785E+00
      8354   -0.230786E+03    0.962579E+01   -0.221161E+03    0.101860E+00
      8355   -0.230727E+03    0.963366E+01   -0.221093E+03    0.101943E+00
      8356   -0.230669E+03    0.964223E+01   -0.221026E+03    0.102034E+00
      8357   -0.230611E+03    0.965148E+01   -0.220960E+03    0.102132E+00
      8358   -0.230554E+03    0.966134E+01   -0.220893E+03    0.102236E+00
      8359   -0.230499E+03    0.967179E+01   -0.220827E+03    0.102347E+00
      8360   -0.230444E+03    0.968277E+01   -0.220761E+03    0.102463E+00
      8361   -0.230390E+03    0.969423E+01   -0.220695E+03    0.102584E+00
      8362   -0.230336E+03    0.970612E+01   -0.220630E+03    0.102710E+00
      8363   -0.230284E+03    0.971840E+01   -0.220565E+03    0.102840E+00
      8364   -0.230232E+03    0.973100E+01   -0.220501E+03    0.102974E+00
      8365   -0.230180E+03    0.974388E+01   -0.220436E+03    0.103110E+00
      8366   -0.230129E+03    0.975698E+01   -0.220372E+03    0.103248E+00
      8367   -0.230079E+03    0.977025E+01   -0.220308E+03    0.103389E+00
      8368   -0.230029E+03    0.978363E+01   -0.220245E+03    0.103531E+00
      8369   -0.229979E+03    0.979707E+01   -0.220182E+03    0.103673E+00
      8370   -0.229929E+03    0.981052E+01   -0.220119E+03    0.103815E+00
      8371   -0.229880E+03    0.982391E+01   -0.220056E+03    0.103957E+00
      8372   -0.229831E+03    0.983720E+01   -0.219994E+03    0.104097E+00
      8373   -0.229783E+03    0.985033E+01   -0.219932E+03    0.104236E+00
      8374   -0.229734E+03    0.986324E+01   -0.219871E+03    0.104373E+00
      8375   -0.229685E+03    0.987590E+01   -0.219810E+03    0.104507E+00
      8376   -0.229637E+03    0.988823E+01   -0.219749E+03    0.104637E+00
      8377   -0.229588E+03    0.990020E+01   -0.219688E+03    0.104764E+00
      8378   -0.229540E+03    0.991176E+01   -0.219628E+03    0.104886E+00
      8379   -0.229491E+03    0.992286E+01   -0.219568E+03    0.105004E+00
      8380   -0.229442E+03    0.993345E+01   -0.219508E+03    0.105116E+00
      8381   -0.229392E+03    0.994349E+01   -0.219449E+03    0.105222E+00
      8382   -0.229343E+03    0.995294E+01   -0.219390E+03    0.105322E+00
      8383   -0.229293E+03    0.996176E+01   -0.219331E+03    0.105415E+00
      8384   -0.229243E+03    0.996992E+01   -0.219273E+03    0.105502E+00
      8385   -0.229192E+03    0.997737E+01   -0.219215E+03    0.105581E+00
      8386   -0.229141E+03    0.998409E+01   -0.219157E+03    0.105652E+00
      8387   -0.229090E+03    0.999004E+01   -0.219100E+03    0.105715E+00
      8388   -0.229038E+03    0.999520E+01   -0.219043E+03    0.105769E+00
      8389   -0.228986E+03    0.999954E+01   -0.218986E+03    0.105815E+00
      8390   -0.228933E+03    0.100030E+02   -0.218930E+03    0.105852E+00
      8391   -0.228880E+03    0.100057E+02   -0.218874E+03    0.105880E+00
      8392   -0.228826E+03    0.100074E+02   -0.218819E+03    0.105899E+00
      8393   -0.228772E+03    0.100083E+02   -0.218763E+03    0.105908E+00
      8394   -0.228716E+03    0.100083E+02   -0.218708E+03    0.105908E+00
      8395   -0.228661E+03    0.100073E+02   -0.218654E+03    0.105898E+00
      8396   -0.228605E+03    0.100054E+02   -0.218599E+03    0.105878E+00
      8397   -0.228548E+03    0.100027E+02   -0.218545E+03    0.105848E+00
      8398   -0.228491E+03    0.999894E+01   -0.218492E+03    0.105809E+00
      8399   -0.228433E+03    0.999429E+01   -0.218438E+03    0.105760E+00
      8400   -0.228374E+03    0.998873E+01   -0.218385E+03    0.105701E+00
      8401   -0.228315E+03    0.998225E+01   -0.218333E+03    0.105632E+00
      8402   -0.228255E+03    0.997487E+01   -0.218280E+03    0.105554E+00
      8403   -0.228195E+03    0.996659E+01   -0.218228E+03    0.105467E+00
      8404   -0.228134E+03    0.995743E+01   -0.218177E+03    0.105370E+00
      8405   -0.228073E+03    0.994740E+01   -0.218125E+03    0.105264E+00
      8406   -0.228011E+03    0.993653E+01   -0.218074E+03    0.105148E+00
      8407   -0.227948E+03    0.992482E+01   -0.218023E+03    0.105025E+00
      8408   -0.227885E+03    0.991230E+01   -0.217973E+03    0.104892E+00
      8409   -0.227822E+03    0.989899E+01   -0.217923E+03    0.104751E+00
      8410   -0.227758E+03    0.988491E+01   -0.217873E+03    0.104602E+00
      8411   -0.227694E+03    0.987010E+01   -0.217824E+03    0.104445E+00
      8412   -0.227629E+03    0.985457E+01   -0.217775E+03    0.104281E+00
      8413   -0.227564E+03    0.983835E+01   -0.217726E+03    0.104109E+00
      8414   -0.227499E+03    0.982147E+01   -0.217677E+03    0.103931E+00
      8415   -0.227433E+03    0.980396E+01   -0.217629E+03    0.103746E+00
      8416   -0.227367E+03    0.978584E+01   -0.217581E+03    0.103554E+00
      8417   -0.227301E+03    0.976716E+01   -0.217534E+03    0.103356E+00
      8418   -0.227235E+03    0.974793E+01   -0.217487E+03    0.103153E+00
      8419   -0.227168E+03    0.972819E+01   -0.217440E+03    0.102944E+00
      8420   -0.227101E+03    0.970797E+01   -0.217393E+03    0.102730E+00
      8421   -0.227034E+03    0.968731E+01   -0.217347E+03    0.102511E+00
      8422   -0.226967E+03    0.966622E+01   -0.217301E+03    0.102288E+00
      8423   -0.226900E+03    0.964474E+01   -0.217255E+03    0.102061E+00
      8424   -0.226832E+03    0.962290E+01   -0.217210E+03    0.101830E+00
      8425   -0.226765E+03    0.960074E+01   -0.217164E+03    0.101595E+00
      8426   -0.226698E+03    0.957827E+01   -0.217120E+03    0.101357E+00
      8427   -0.226631E+03    0.955554E+01   -0.217075E+03    0.101117E+00
      8428   -0.226563E+03    0.953256E+01   -0.217031E+03    0.100874E+00
      8429   -0.226496E+03    0.950937E+01   -0.216987E+03    0.100628E+00
      8430   -0.226429E+03    0.948599E+01   -0.216943E+03    0.100381E+00
      8431   -0.226362E+03    0.946245E+01   -0.216900E+03    0.100132E+00
      8432   -0.226295E+03    0.943878E+01   -0.216857E+03    0.998813E-01
      8433   -0.226229E+03    0.941499E+01   -0.216814E+03    0.996296E-01
      8434   -0.226162E+03    0.939112E+01   -0.216771E+03    0.993770E-01
      8435   -0.226096E+03    0.936719E+01   -0.216729E+03    0.991237E-01
      8436   -0.226030E+03    0.934322E+01   -0.216687E+03    0.988700E-01
      8437   -0.225965E+03    0.931923E+01   -0.216645E+03    0.986162E-01
      8438   -0.225899E+03    0.929524E+01   -0.216604E+03    0.983623E-01
      8439   -0.225834E+03    0.927128E+01   -0.216563E+03    0.981088E-01
      8440   -0.225769E+03    0.924736E+01   -0.216522E+03    0.978556E-01
      8441   -0.225705E+03    0.922350E+01   -0.216481E+03    0.976032E-01
      8442   -0.225641E+03    0.919973E+01   -0.216441E+03    0.973516E-01
      8443   -0.225577E+03    0.917605E+01   -0.216401E+03    0.971010E-01
      8444   -0.225513E+03    0.915249E+01   -0.216361E+03    0.968517E-01
      8445   -0.225450E+03    0.912906E+01   -0.216321E+03    0.966038E-01
      8446   -0.225388E+03    0.910579E+01   -0.216282E+03    0.963575E-01
      8447   -0.225326E+03    0.908267E+01   -0.216243E+03    0.961130E-01
      8448   -0.225264E+03    0.905974E+01   -0.216204E+03    0.958703E-01
      8449   -0.225203E+03    0.903701E+01   -0.216166E+03    0.956297E-01
      8450   -0.225142E+03    0.901449E+01   -0.216127E+03    0.953914E-01
      8451   -0.225081E+03    0.899220E+01   -0.216089E+03    0.951555E-01
      8452   -0.225022E+03    0.897014E+01   -0.216051E+03    0.949221E-01
      8453   -0.224962E+03    0.894834E+01   -0.216014E+03    0.946915E-01
      8454   -0.224903E+03    0.892681E+01   -0.215977E+03    0.944636E-01
      8455   -0.224845E+03    0.890557E+01   -0.215939E+03    0.942388E-01
      8456   -0.224787E+03    0.888462E+01   -0.215903E+03    0.940171E-01
      8457   -0.224730E+03    0.886398E+01   -0.215866E+03    0.937987E-01
      8458   -0.224673E+03    0.884366E+01   -0.215830E+03    0.935837E-01
      8459   -0.224617E+03    0.882368E+01   -0.215794E+03    0.933723E-01
      8460   -0.224562E+03    0.880406E+01   -0.215758E+03    0.931646E-01
      8461   -0.224507E+03    0.878479E+01   -0.215722E+03    0.929608E-01
      8462   -0.224453E+03    0.876590E+01   -0.215687E+03    0.927609E-01
      8463   -0.224399E+03    0.874740E+01   -0.215652E+03    0.925651E-01
      8464   -0.224346E+03    0.872930E+01   -0.215617E+03    0.923736E-01
      8465   -0.224294E+03    0.871161E+01   -0.215582E+03    0.921864E-01
      8466   -0.224242E+03    0.869435E+01   -0.215547E+03    0.920037E-01
      8467   -0.224191E+03    0.867752E+01   -0.215513E+03    0.918256E-01
      8468   -0.224140E+03    0.866113E+01   -0.215479E+03    0.916522E-01
      8469   -0.224091E+03    0.864520E+01   -0.215445E+03    0.914836E-01
      8470   -0.224042E+03    0.862973E+01   -0.215412E+03    0.913199E-01
      8471   -0.223993E+03    0.861473E+01   -0.215379E+03    0.911612E-01
      8472   -0.223946E+03    0.860022E+01   -0.215346E+03    0.910076E-01
      8473   -0.223899E+03    0.858619E+01   -0.215313E+03    0.908591E-01
      8474   -0.223853E+03    0.857265E+01   -0.215280E+03    0.907158E-01
      8475   -0.223807E+03    0.855961E+01   -0.215248E+03    0.905779E-01
      8476   -0.223762E+03    0.854707E+01   -0.215215E+03    0.904452E-01
      8477   -0.223718E+03    0.853504E+01   -0.215183E+03    0.903178E-01
      8478   -0.223675E+03    0.852351E+01   -0.215152E+03    0.901959E-01
      8479   -0.223633E+03    0.851249E+01   -0.215120E+03    0.900792E-01
      8480   -0.223591E+03    0.850197E+01   -0.215089E+03    0.899680E-01
      8481   -0.223550E+03    0.849196E+01   -0.215058E+03    0.898620E-01
      8482   -0.223509E+03    0.848245E+01   -0.215027E+03    0.897614E-01
      8483   -0.223470E+03    0.847344E+01   -0.214996E+03    0.896660E-01
      8484   -0.223431E+03    0.846491E+01   -0.214966E+03    0.895758E-01
      8485   -0.223392E+03    0.845686E+01   -0.214936E+03    0.894906E-01
      8486   -0.223355E+03    0.844929E+01   -0.214906E+03    0.894104E-01
      8487   -0.223318E+03    0.844217E+01   -0.214876E+03    0.893352E-01
      8488   -0.223282E+03    0.843550E+01   -0.214846E+03    0.892646E-01
      8489   -0.223246E+03    0.842927E+01   -0.214817E+03    0.891986E-01
      8490   -0.223211E+03    0.842346E+01   -0.214788E+03    0.891371E-01
      8491   -0.223177E+03    0.841805E+01   -0.214759E+03    0.890799E-01
      8492   -0.223143E+03    0.841302E+01   -0.214730E+03    0.890266E-01
      8493   -0.223110E+03    0.840835E+01   -0.214702E+03    0.889773E-01
      8494   -0.223077E+03    0.840403E+01   -0.214673E+03    0.889316E-01
      8495   -0.223045E+03    0.840003E+01   -0.214645E+03    0.888893E-01
      8496   -0.223014E+03    0.839633E+01   -0.214618E+03    0.888501E-01
      8497   -0.222983E+03    0.839291E+01   -0.214590E+03    0.888138E-01
      8498   -0.222952E+03    0.838973E+01   -0.214563E+03    0.887802E-01
      8499   -0.222922E+03    0.838677E+01   -0.214536E+03    0.887489E-01
      8500   -0.222893E+03    0.838401E+01   -0.214509E+03    0.887197E-01
      8501   -0.222863E+03    0.838142E+01   -0.214482E+03    0.886923E-01
      8502   -0.222835E+03    0.837897E+01   -0.214456E+03    0.886664E-01
      8503   -0.222806E+03    0.837663E+01   -0.214429E+03    0.886416E-01
      8504   -0.222778E+03    0.837438E+01   -0.214403E+03    0.886177E-01
      8505   -0.222750E+03    0.837217E+01   -0.214378E+03    0.885944E-01
      8506   -0.222722E+03    0.837000E+01   -0.214352E+03    0.885714E-01
      8507   -0.222695E+03    0.836782E+01   -0.214327E+03    0.885483E-01
      8508   -0.222667E+03    0.836561E+01   -0.214302E+03    0.885249E-01
      8509   -0.222640E+03    0.836333E+01   -0.214277E+03    0.885009E-01
      8510   -0.222613E+03    0.836098E+01   -0.214252E+03    0.884759E-01
      8511   -0.222586E+03    0.835850E+01   -0.214228E+03    0.884498E-01
      8512   -0.222560E+03    0.835589E+01   -0.214204E+03    0.884221E-01
      8513   -0.222533E+03    0.835311E+01   -0.214180E+03    0.883927E-01
      8514   -0.222506E+03    0.835015E+01   -0.214156E+03    0.883614E-01
      8515   -0.222480E+03    0.834697E+01   -0.214133E+03    0.883277E-01
      8516   -0.222453E+03    0.834356E+01   -0.214109E+03    0.882917E-01
      8517   -0.222426E+03    0.833991E+01   -0.214086E+03    0.882530E-01
      8518   -0.222400E+03    0.833598E+01   -0.214064E+03    0.882114E-01
      8519   -0.222373E+03    0.833176E+01   -0.214041E+03    0.881668E-01
      8520   -0.222346E+03    0.832725E+01   -0.214019E+03    0.881191E-01
      8521   -0.222319E+03    0.832243E+01   -0.213997E+03    0.880680E-01
      8522   -0.222292E+03    0.831728E+01   -0.213975E+03    0.880136E-01
      8523   -0.222265E+03    0.831181E+01   -0.213954E+03    0.879556E-01
      8524   -0.222238E+03    0.830600E+01   -0.213932E+03    0.878941E-01
      8525   -0.222211E+03    0.829984E+01   -0.213911E+03    0.878290E-01
      8526   -0.222184E+03    0.829335E+01   -0.213891E+03    0.877604E-01
      8527   -0.222156E+03    0.828652E+01   -0.213870E+03    0.876881E-01
      8528   -0.222129E+03    0.827935E+01   -0.213850E+03    0.876122E-01
      8529   -0.222101E+03    0.827186E+01   -0.213830E+03    0.875329E-01
      8530   -0.222074E+03    0.826404E+01   -0.213810E+03    0.874501E-01
      8531   -0.222046E+03    0.825590E+01   -0.213790E+03    0.873641E-01
      8532   -0.222018E+03    0.824747E+01   -0.213771E+03    0.872748E-01
      8533   -0.221990E+03    0.823876E+01   -0.213752E+03    0.871826E-01
      8534   -0.221963E+03    0.822978E+01   -0.213733E+03    0.870876E-01
      8535   -0.221935E+03    0.822055E+01   -0.213714E+03    0.869899E-01
      8536   -0.221907E+03    0.821110E+01   -0.213696E+03    0.868899E-01
      8537   -0.221879E+03    0.820144E+01   -0.213678E+03    0.867878E-01
      8538   -0.221852E+03    0.819162E+01   -0.213660E+03    0.866838E-01
      8539   -0.221824E+03    0.818164E+01   -0.213642E+03    0.865782E-01
      8540   -0.221796E+03    0.817155E+01   -0.213625E+03    0.864715E-01
      8541   -0.221769E+03    0.816138E+01   -0.213608E+03    0.863638E-01
      8542   -0.221742E+03    0.815115E+01   -0.213591E+03    0.862556E-01
      8543   -0.221715E+03    0.814090E+01   -0.213574E+03    0.861471E-01
      8544   -0.221688E+03    0.813067E+01   -0.213558E+03    0.860389E-01
      8545   -0.221662E+03    0.812050E+01   -0.213542E+03    0.859312E-01
      8546   -0.221636E+03    0.811041E+01   -0.213526E+03    0.858245E-01
      8547   -0.221610E+03    0.810046E+01   -0.213510E+03    0.857192E-01
      8548   -0.221585E+03    0.809067E+01   -0.213495E+03    0.856156E-01
      8549   -0.221560E+03    0.808109E+01   -0.213479E+03    0.855142E-01
      8550   -0.221536E+03    0.807176E+01   -0.213464E+03    0.854155E-01
      8551   -0.221512E+03    0.806272E+01   -0.213450E+03    0.853198E-01
      8552   -0.221489E+03    0.805400E+01   -0.213435E+03    0.852275E-01
      8553   -0.221466E+03    0.804564E+01   -0.213421E+03    0.851390E-01
      8554   -0.221444E+03    0.803768E+01   -0.213407E+03    0.850548E-01
      8555   -0.221423E+03    0.803017E+01   -0.213393E+03    0.849753E-01
      8556   -0.221402E+03    0.802313E+01   -0.213379E+03    0.849008E-01
      8557   -0.221383E+03    0.801660E+01   -0.213366E+03    0.848317E-01
      8558   -0.221363E+03    0.801061E+01   -0.213353E+03    0.847684E-01
      8559   -0.221345E+03    0.800520E+01   -0.213340E+03    0.847111E-01
      8560   -0.221328E+03    0.800040E+01   -0.213327E+03    0.846603E-01
      8561   -0.221311E+03    0.799623E+01   -0.213315E+03    0.846162E-01
      8562   -0.221295E+03    0.799273E+01   -0.213303E+03    0.845792E-01
      8563   -0.221281E+03    0.798991E+01   -0.213291E+03    0.845493E-01
      8564   -0.221267E+03    0.798780E+01   -0.213279E+03    0.845270E-01
      8565   -0.221254E+03    0.798641E+01   -0.213267E+03    0.845123E-01
      8566   -0.221242E+03    0.798577E+01   -0.213256E+03    0.845055E-01
      8567   -0.221231E+03    0.798588E+01   -0.213245E+03    0.845067E-01
      8568   -0.221221E+03    0.798676E+01   -0.213234E+03    0.845160E-01
      8569   -0.221212E+03    0.798842E+01   -0.213223E+03    0.845335E-01
      8570   -0.221204E+03    0.799085E+01   -0.213213E+03    0.845593E-01
      8571   -0.221197E+03    0.799406E+01   -0.213203E+03    0.845933E-01
      8572   -0.221191E+03    0.799806E+01   -0.213193E+03    0.846355E-01
      8573   -0.221186E+03    0.800282E+01   -0.213183E+03    0.846859E-01
      8574   -0.221182E+03    0.800835E+01   -0.213173E+03    0.847444E-01
      8575   -0.221178E+03    0.801463E+01   -0.213164E+03    0.848109E-01
      8576   -0.221176E+03    0.802164E+01   -0.213155E+03    0.848851E-01
      8577   -0.221175E+03    0.802938E+01   -0.213146E+03    0.849670E-01
      8578   -0.221175E+03    0.803781E+01   -0.213137E+03    0.850562E-01
      8579   -0.221175E+03    0.804691E+01   -0.213128E+03    0.851525E-01
      8580   -0.221177E+03    0.805666E+01   -0.213120E+03    0.852557E-01
      8581   -0.221179E+03    0.806702E+01   -0.213112E+03    0.853653E-01
      8582   -0.221182E+03    0.807796E+01   -0.213104E+03    0.854810E-01
      8583   -0.221186E+03    0.808944E+01   -0.213096E+03    0.856025E-01
      8584   -0.221190E+03    0.810142E+01   -0.213089E+03    0.857293E-01
      8585   -0.221195E+03    0.811386E+01   -0.213081E+03    0.858610E-01
      8586   -0.221201E+03    0.812672E+01   -0.213074E+03    0.859970E-01
      8587   -0.221207E+03    0.813995E+01   -0.213067E+03    0.861370E-01
      8588   -0.221214E+03    0.815350E+01   -0.213061E+03    0.862804E-01
      8589   -0.221221E+03    0.816731E+01   -0.213054E+03    0.864266E-01
      8590   -0.221229E+03    0.818135E+01   -0.213048E+03    0.865752E-01
      8591   -0.221237E+03    0.819556E+01   -0.213042E+03    0.867255E-01
      8592   -0.221246E+03    0.820987E+01   -0.213036E+03    0.868769E-01
      8593   -0.221254E+03    0.822424E+01   -0.213030E+03    0.870290E-01
      8594   -0.221263E+03    0.823861E+01   -0.213025E+03    0.871811E-01
      8595   -0.221272E+03    0.825293E+01   -0.213019E+03    0.873326E-01
      8596   -0.221282E+03    0.826714E+01   -0.213014E+03    0.874829E-01
      8597   -0.221291E+03    0.828117E+01   -0.213010E+03    0.876314E-01
      8598   -0.221300E+03    0.829498E+01   -0.213005E+03    0.877776E-01
      8599   -0.221309E+03    0.830852E+01   -0.213000E+03    0.879208E-01
      8600   -0.221318E+03    0.832172E+01   -0.212996E+03    0.880605E-01
      8601   -0.221327E+03    0.833453E+01   -0.212992E+03    0.881961E-01
      8602   -0.221335E+03    0.834691E+01   -0.212988E+03    0.883271E-01
      8603   -0.221343E+03    0.835879E+01   -0.212985E+03    0.884528E-01
      8604   -0.221351E+03    0.837014E+01   -0.212981E+03    0.885729E-01
      8605   -0.221359E+03    0.838091E+01   -0.212978E+03    0.886869E-01
      8606   -0.221366E+03    0.839105E+01   -0.212975E+03    0.887941E-01
      8607   -0.221373E+03    0.840052E+01   -0.212972E+03    0.888943E-01
      8608   -0.221379E+03    0.840928E+01   -0.212970E+03    0.889871E-01
      8609   -0.221385E+03    0.841729E+01   -0.212967E+03    0.890719E-01
      8610   -0.221390E+03    0.842453E+01   -0.212965E+03    0.891485E-01
      8611   -0.221394E+03    0.843097E+01   -0.212963E+03    0.892166E-01
      8612   -0.221398E+03    0.843657E+01   -0.212961E+03    0.892758E-01
      8613   -0.221401E+03    0.844131E+01   -0.212960E+03    0.893260E-01
      8614   -0.221404E+03    0.844518E+01   -0.212959E+03    0.893669E-01
      8615   -0.221406E+03    0.844815E+01   -0.212957E+03    0.893984E-01
      8616   -0.221407E+03    0.845022E+01   -0.212957E+03    0.894203E-01
      8617   -0.221407E+03    0.845137E+01   -0.212956E+03    0.894325E-01
      8618   -0.221407E+03    0.845161E+01   -0.212955E+03    0.894350E-01
      8619   -0.221406E+03    0.845092E+01   -0.212955E+03    0.894278E-01
      8620   -0.221404E+03    0.844932E+01   -0.212955E+03    0.894108E-01
      8621   -0.221402E+03    0.844681E+01   -0.212955E+03    0.893842E-01
      8622   -0.221399E+03    0.844340E+01   -0.212956E+03    0.893481E-01
      8623   -0.221395E+03    0.843910E+01   -0.212956E+03    0.893026E-01
      8624   -0.221391E+03    0.843393E+01   -0.212957E+03    0.892479E-01
      8625   -0.221386E+03    0.842791E+01   -0.212958E+03    0.891843E-01
      8626   -0.221380E+03    0.842107E+01   -0.212959E+03    0.891119E-01
      8627   -0.221374E+03    0.841344E+01   -0.212961E+03    0.890311E-01
      8628   -0.221367E+03    0.840503E+01   -0.212962E+03    0.889422E-01
      8629   -0.221360E+03    0.839590E+01   -0.212964E+03    0.888455E-01
      8630   -0.221352E+03    0.838607E+01   -0.212966E+03    0.887415E-01
      8631   -0.221344E+03    0.837559E+01   -0.212969E+03    0.886306E-01
      8632   -0.221336E+03    0.836450E+01   -0.212971E+03    0.885132E-01
      8633   -0.221327E+03    0.835283E+01   -0.212974E+03    0.883898E-01
      8634   -0.221318E+03    0.834065E+01   -0.212977E+03    0.882608E-01
      8635   -0.221308E+03    0.832799E+01   -0.212980E+03    0.881269E-01
      8636   -0.221298E+03    0.831492E+01   -0.212984E+03    0.879885E-01
      8637   -0.221289E+03    0.830147E+01   -0.212987E+03    0.878463E-01
      8638   -0.221279E+03    0.828771E+01   -0.212991E+03    0.877006E-01
      8639   -0.221269E+03    0.827369E+01   -0.212995E+03    0.875523E-01
      8640   -0.221259E+03    0.825946E+01   -0.212999E+03    0.874017E-01
      8641   -0.221249E+03    0.824509E+01   -0.213004E+03    0.872496E-01
      8642   -0.221239E+03    0.823062E+01   -0.213009E+03    0.870966E-01
      8643   -0.221230E+03    0.821613E+01   -0.213013E+03    0.869431E-01
      8644   -0.221220E+03    0.820165E+01   -0.213019E+03    0.867900E-01
      8645   -0.221211E+03    0.818726E+01   -0.213024E+03    0.866377E-01
      8646   -0.221203E+03    0.817301E+01   -0.213030E+03    0.864869E-01
      8647   -0.221194E+03    0.815896E+01   -0.213035E+03    0.863382E-01
      8648   -0.221187E+03    0.814515E+01   -0.213041E+03    0.861921E-01
      8649   -0.221179E+03    0.813166E+01   -0.213048E+03    0.860493E-01
      8650   -0.221173E+03    0.811852E+01   -0.213054E+03    0.859103E-01
      8651   -0.221167E+03    0.810580E+01   -0.213061E+03    0.857757E-01
      8652   -0.221161E+03    0.809355E+01   -0.213068E+03    0.856460E-01
      8653   -0.221157E+03    0.808181E+01   -0.213075E+03    0.855218E-01
      8654   -0.221153E+03    0.807064E+01   -0.213082E+03    0.854036E-01
      8655   -0.221150E+03    0.806007E+01   -0.213090E+03    0.852918E-01
      8656   -0.221148E+03    0.805017E+01   -0.213097E+03    0.851869E-01
      8657   -0.221146E+03    0.804095E+01   -0.213105E+03    0.850895E-01
      8658   -0.221146E+03    0.803248E+01   -0.213114E+03    0.849998E-01
      8659   -0.221147E+03    0.802478E+01   -0.213122E+03    0.849183E-01
      8660   -0.221148E+03    0.801789E+01   -0.213131E+03    0.848454E-01
      8661   -0.221151E+03    0.801184E+01   -0.213139E+03    0.847814E-01
      8662   -0.221155E+03    0.800667E+01   -0.213149E+03    0.847266E-01
      8663   -0.221160E+03    0.800239E+01   -0.213158E+03    0.846814E-01
