      step              pe              ke             nhc           total               T               P
      7509   -0.263879E+03    0.371380E+01    0.430669E+01   -0.255859E+03    0.386855E-01   -0.504204E+00
      7510   -0.263904E+03    0.372440E+01    0.430493E+01   -0.255874E+03    0.387958E-01   -0.504634E+00
      7511   -0.263929E+03    0.373657E+01    0.430308E+01   -0.255889E+03    0.389226E-01   -0.504986E+00
      7512   -0.263955E+03    0.375027E+01    0.430113E+01   -0.255904E+03    0.390653E-01   -0.505258E+00
      7513   -0.263983E+03    0.376547E+01    0.429909E+01   -0.255918E+03    0.392236E-01   -0.505447E+00
      7514   -0.264011E+03    0.378210E+01    0.429695E+01   -0.255932E+03    0.393969E-01   -0.505551E+00
      7515   -0.264040E+03    0.380013E+01    0.429471E+01   -0.255945E+03    0.395847E-01   -0.505567E+00
      7516   -0.264070E+03    0.381949E+01    0.429236E+01   -0.255958E+03    0.397863E-01   -0.505492E+00
      7517   -0.264101E+03    0.384012E+01    0.428992E+01   -0.255971E+03    0.400013E-01   -0.505325E+00
      7518   -0.264133E+03    0.386197E+01    0.428738E+01   -0.255983E+03    0.402288E-01   -0.512264E+00
      7519   -0.264165E+03    0.388497E+01    0.428473E+01   -0.255995E+03    0.404684E-01   -0.511994E+00
      7520   -0.264197E+03    0.390905E+01    0.428197E+01   -0.256006E+03    0.407193E-01   -0.510423E+00
      7521   -0.264230E+03    0.393415E+01    0.427910E+01   -0.256017E+03    0.409808E-01   -0.510344E+00
      7522   -0.264264E+03    0.396020E+01    0.427613E+01   -0.256028E+03    0.412521E-01   -0.510155E+00
      7523   -0.264298E+03    0.398712E+01    0.427305E+01   -0.256038E+03    0.415325E-01   -0.505260E+00
      7524   -0.264332E+03    0.401484E+01    0.426985E+01   -0.256047E+03    0.418213E-01   -0.489349E+00
      7525   -0.264366E+03    0.404329E+01    0.426654E+01   -0.256057E+03    0.421176E-01   -0.489033E+00
      7526   -0.264401E+03    0.407239E+01    0.426312E+01   -0.256065E+03    0.424207E-01   -0.488607E+00
      7527   -0.264435E+03    0.410206E+01    0.425958E+01   -0.256074E+03    0.427298E-01   -0.488071E+00
      7528   -0.264470E+03    0.413223E+01    0.425592E+01   -0.256082E+03    0.430441E-01   -0.487423E+00
      7529   -0.264504E+03    0.416281E+01    0.425214E+01   -0.256089E+03    0.433626E-01   -0.486661E+00
      7530   -0.264538E+03    0.419373E+01    0.424824E+01   -0.256096E+03    0.436847E-01   -0.480724E+00
      7531   -0.264572E+03    0.422491E+01    0.424422E+01   -0.256103E+03    0.440095E-01   -0.480142E+00
      7532   -0.264606E+03    0.425627E+01    0.424008E+01   -0.256109E+03    0.443362E-01   -0.479441E+00
      7533   -0.264639E+03    0.428774E+01    0.423582E+01   -0.256115E+03    0.446639E-01   -0.478620E+00
      7534   -0.264671E+03    0.431923E+01    0.423143E+01   -0.256121E+03    0.449920E-01   -0.499822E+00
      7535   -0.264703E+03    0.435067E+01    0.422691E+01   -0.256126E+03    0.453194E-01   -0.499132E+00
      7536   -0.264735E+03    0.438198E+01    0.422227E+01   -0.256130E+03    0.456456E-01   -0.498306E+00
      7537   -0.264765E+03    0.441310E+01    0.421750E+01   -0.256135E+03    0.459697E-01   -0.497342E+00
      7538   -0.264795E+03    0.444394E+01    0.421261E+01   -0.256138E+03    0.462910E-01   -0.496240E+00
      7539   -0.264824E+03    0.447444E+01    0.420759E+01   -0.256142E+03    0.466087E-01   -0.494998E+00
      7540   -0.264852E+03    0.450452E+01    0.420244E+01   -0.256145E+03    0.469221E-01   -0.493617E+00
      7541   -0.264879E+03    0.453413E+01    0.419716E+01   -0.256147E+03    0.472305E-01   -0.492096E+00
      7542   -0.264904E+03    0.456320E+01    0.419175E+01   -0.256149E+03    0.475333E-01   -0.490434E+00
      7543   -0.264929E+03    0.459166E+01    0.418622E+01   -0.256151E+03    0.478298E-01   -0.488632E+00
      7544   -0.264952E+03    0.461945E+01    0.418055E+01   -0.256152E+03    0.481193E-01   -0.486689E+00
      7545   -0.264975E+03    0.464652E+01    0.417476E+01   -0.256153E+03    0.484013E-01   -0.484605E+00
      7546   -0.264995E+03    0.467282E+01    0.416884E+01   -0.256154E+03    0.486752E-01   -0.482380E+00
      7547   -0.265015E+03    0.469829E+01    0.416279E+01   -0.256154E+03    0.489405E-01   -0.480056E+00
      7548   -0.265033E+03    0.472288E+01    0.415662E+01   -0.256153E+03    0.491967E-01   -0.477885E+00
      7549   -0.265050E+03    0.474656E+01    0.415032E+01   -0.256153E+03    0.494433E-01   -0.475576E+00
      7550   -0.265065E+03    0.476927E+01    0.414389E+01   -0.256151E+03    0.496799E-01   -0.473130E+00
      7551   -0.265078E+03    0.479099E+01    0.413734E+01   -0.256150E+03    0.499061E-01   -0.470546E+00
      7552   -0.265090E+03    0.481167E+01    0.413067E+01   -0.256148E+03    0.501216E-01   -0.467826E+00
      7553   -0.265101E+03    0.483129E+01    0.412387E+01   -0.256145E+03    0.503260E-01   -0.464971E+00
      7554   -0.265109E+03    0.484982E+01    0.411695E+01   -0.256142E+03    0.505190E-01   -0.461981E+00
      7555   -0.265116E+03    0.486723E+01    0.410991E+01   -0.256139E+03    0.507003E-01   -0.458858E+00
      7556   -0.265122E+03    0.488351E+01    0.410275E+01   -0.256135E+03    0.508699E-01   -0.455602E+00
      7557   -0.265125E+03    0.489864E+01    0.409548E+01   -0.256131E+03    0.510275E-01   -0.452215E+00
      7558   -0.265127E+03    0.491260E+01    0.408808E+01   -0.256127E+03    0.511730E-01   -0.448698E+00
      7559   -0.265128E+03    0.492540E+01    0.408058E+01   -0.256122E+03    0.513062E-01   -0.445052E+00
      7560   -0.265126E+03    0.493701E+01    0.407295E+01   -0.256116E+03    0.514272E-01   -0.441279E+00
      7561   -0.265123E+03    0.494745E+01    0.406522E+01   -0.256111E+03    0.515359E-01   -0.437381E+00
      7562   -0.265118E+03    0.495671E+01    0.405738E+01   -0.256104E+03    0.516324E-01   -0.433360E+00
      7563   -0.265112E+03    0.496480E+01    0.404943E+01   -0.256098E+03    0.517166E-01   -0.429215E+00
      7564   -0.265104E+03    0.497172E+01    0.404137E+01   -0.256090E+03    0.517888E-01   -0.424951E+00
      7565   -0.265094E+03    0.497750E+01    0.403321E+01   -0.256083E+03    0.518490E-01   -0.420568E+00
      7566   -0.265082E+03    0.498215E+01    0.402494E+01   -0.256075E+03    0.518974E-01   -0.416068E+00
      7567   -0.265069E+03    0.498568E+01    0.401657E+01   -0.256066E+03    0.519342E-01   -0.411454E+00
      7568   -0.265054E+03    0.498812E+01    0.400811E+01   -0.256058E+03    0.519596E-01   -0.406727E+00
      7569   -0.265037E+03    0.498950E+01    0.399954E+01   -0.256048E+03    0.519740E-01   -0.401889E+00
      7570   -0.265019E+03    0.498984E+01    0.399088E+01   -0.256039E+03    0.519775E-01   -0.396943E+00
      7571   -0.265000E+03    0.498918E+01    0.398213E+01   -0.256028E+03    0.519706E-01   -0.391890E+00
      7572   -0.264979E+03    0.498755E+01    0.397328E+01   -0.256018E+03    0.519536E-01   -0.386732E+00
      7573   -0.264956E+03    0.498498E+01    0.396435E+01   -0.256007E+03    0.519269E-01   -0.381473E+00
      7574   -0.264932E+03    0.498153E+01    0.395532E+01   -0.255995E+03    0.518909E-01   -0.376113E+00
      7575   -0.264907E+03    0.497722E+01    0.394621E+01   -0.255983E+03    0.518460E-01   -0.370656E+00
      7576   -0.264880E+03    0.497210E+01    0.393701E+01   -0.255971E+03    0.517927E-01   -0.365104E+00
      7577   -0.264852E+03    0.496622E+01    0.392773E+01   -0.255958E+03    0.517315E-01   -0.359458E+00
      7578   -0.264822E+03    0.495963E+01    0.391837E+01   -0.255944E+03    0.516628E-01   -0.353722E+00
      7579   -0.264792E+03    0.495237E+01    0.390892E+01   -0.255931E+03    0.515872E-01   -0.347897E+00
      7580   -0.264760E+03    0.494451E+01    0.389940E+01   -0.255916E+03    0.515053E-01   -0.341986E+00
      7581   -0.264728E+03    0.493608E+01    0.388980E+01   -0.255902E+03    0.514175E-01   -0.335682E+00
      7582   -0.264694E+03    0.492715E+01    0.388012E+01   -0.255887E+03    0.513245E-01   -0.329720E+00
      7583   -0.264659E+03    0.491777E+01    0.387037E+01   -0.255871E+03    0.512268E-01   -0.323675E+00
      7584   -0.264623E+03    0.490800E+01    0.386054E+01   -0.255855E+03    0.511250E-01   -0.329820E+00
      7585   -0.264587E+03    0.489789E+01    0.385064E+01   -0.255838E+03    0.510197E-01   -0.322974E+00
      7586   -0.264549E+03    0.488750E+01    0.384066E+01   -0.255821E+03    0.509115E-01   -0.316047E+00
      7587   -0.264511E+03    0.487690E+01    0.383062E+01   -0.255804E+03    0.508010E-01   -0.309041E+00
      7588   -0.264472E+03    0.486613E+01    0.382050E+01   -0.255786E+03    0.506888E-01   -0.301960E+00
      7589   -0.264433E+03    0.485526E+01    0.381032E+01   -0.255767E+03    0.505756E-01   -0.294806E+00
      7590   -0.264393E+03    0.484434E+01    0.380006E+01   -0.255748E+03    0.504619E-01   -0.287582E+00
      7591   -0.264352E+03    0.483344E+01    0.378974E+01   -0.255729E+03    0.503483E-01   -0.280291E+00
      7592   -0.264311E+03    0.482261E+01    0.377934E+01   -0.255709E+03    0.502355E-01   -0.272937E+00
      7593   -0.264269E+03    0.481192E+01    0.376888E+01   -0.255689E+03    0.501241E-01   -0.265521E+00
      7594   -0.264227E+03    0.480141E+01    0.375835E+01   -0.255668E+03    0.500147E-01   -0.258047E+00
      7595   -0.264185E+03    0.479115E+01    0.374774E+01   -0.255646E+03    0.499078E-01   -0.250518E+00
      7596   -0.264143E+03    0.478119E+01    0.373707E+01   -0.255624E+03    0.498040E-01   -0.242937E+00
      7597   -0.264100E+03    0.477158E+01    0.372633E+01   -0.255602E+03    0.497040E-01   -0.235307E+00
      7598   -0.264057E+03    0.476239E+01    0.371552E+01   -0.255579E+03    0.496083E-01   -0.227630E+00
      7599   -0.264014E+03    0.475367E+01    0.370463E+01   -0.255556E+03    0.495174E-01   -0.222657E+00
      7600   -0.263971E+03    0.474546E+01    0.369368E+01   -0.255532E+03    0.494319E-01   -0.214848E+00
      7601   -0.263928E+03    0.473782E+01    0.368265E+01   -0.255508E+03    0.493523E-01   -0.207004E+00
      7602   -0.263886E+03    0.473080E+01    0.367154E+01   -0.255483E+03    0.492792E-01   -0.199129E+00
      7603   -0.263843E+03    0.472444E+01    0.366036E+01   -0.255458E+03    0.492129E-01   -0.191224E+00
      7604   -0.263800E+03    0.471880E+01    0.364911E+01   -0.255432E+03    0.491541E-01   -0.183294E+00
      7605   -0.263758E+03    0.471391E+01    0.363777E+01   -0.255406E+03    0.491032E-01   -0.175340E+00
      7606   -0.263715E+03    0.470982E+01    0.362636E+01   -0.255379E+03    0.490606E-01   -0.167367E+00
      7607   -0.263673E+03    0.470657E+01    0.361486E+01   -0.255352E+03    0.490268E-01   -0.159376E+00
      7608   -0.263632E+03    0.470421E+01    0.360329E+01   -0.255324E+03    0.490022E-01   -0.151372E+00
      7609   -0.263590E+03    0.470276E+01    0.359162E+01   -0.255296E+03    0.489871E-01   -0.143356E+00
      7610   -0.263549E+03    0.470227E+01    0.357987E+01   -0.255267E+03    0.489819E-01   -0.135332E+00
      7611   -0.263509E+03    0.470276E+01    0.356802E+01   -0.255238E+03    0.489871E-01   -0.127302E+00
      7612   -0.263469E+03    0.470428E+01    0.355609E+01   -0.255208E+03    0.490029E-01   -0.119270E+00
      7613   -0.263429E+03    0.470685E+01    0.354406E+01   -0.255178E+03    0.490297E-01   -0.111239E+00
      7614   -0.263390E+03    0.471049E+01    0.353193E+01   -0.255147E+03    0.490677E-01   -0.103211E+00
      7615   -0.263351E+03    0.471525E+01    0.351970E+01   -0.255116E+03    0.491172E-01   -0.951893E-01
      7616   -0.263313E+03    0.472113E+01    0.350736E+01   -0.255085E+03    0.491784E-01   -0.871766E-01
      7617   -0.263276E+03    0.472816E+01    0.349492E+01   -0.255052E+03    0.492517E-01   -0.791758E-01
      7618   -0.263239E+03    0.473636E+01    0.348237E+01   -0.255020E+03    0.493371E-01   -0.711899E-01
      7619   -0.263202E+03    0.474576E+01    0.346971E+01   -0.254987E+03    0.494350E-01   -0.632215E-01
      7620   -0.263166E+03    0.475635E+01    0.345693E+01   -0.254953E+03    0.495454E-01   -0.552735E-01
      7621   -0.263131E+03    0.476817E+01    0.344403E+01   -0.254919E+03    0.496684E-01   -0.473488E-01
      7622   -0.263097E+03    0.478122E+01    0.343101E+01   -0.254884E+03    0.498043E-01   -0.506491E-01
      7623   -0.263063E+03    0.479550E+01    0.341786E+01   -0.254849E+03    0.499531E-01   -0.429411E-01
      7624   -0.263030E+03    0.481103E+01    0.340458E+01   -0.254814E+03    0.501149E-01   -0.565490E-01
      7625   -0.262997E+03    0.482782E+01    0.339117E+01   -0.254778E+03    0.502898E-01   -0.626671E-01
      7626   -0.262965E+03    0.484586E+01    0.337762E+01   -0.254741E+03    0.504777E-01   -0.559755E-01
      7627   -0.262934E+03    0.486515E+01    0.336392E+01   -0.254705E+03    0.506787E-01   -0.492915E-01
      7628   -0.262903E+03    0.488571E+01    0.335009E+01   -0.254667E+03    0.508928E-01   -0.426168E-01
      7629   -0.262873E+03    0.490751E+01    0.333610E+01   -0.254629E+03    0.511199E-01   -0.359531E-01
      7630   -0.262843E+03    0.493057E+01    0.332196E+01   -0.254591E+03    0.513601E-01   -0.293021E-01
      7631   -0.262815E+03    0.495486E+01    0.330766E+01   -0.254552E+03    0.516131E-01   -0.226654E-01
      7632   -0.262787E+03    0.498039E+01    0.329320E+01   -0.254513E+03    0.518790E-01   -0.160446E-01
      7633   -0.262759E+03    0.500714E+01    0.327858E+01   -0.254473E+03    0.521577E-01   -0.944156E-02
      7634   -0.262732E+03    0.503510E+01    0.326379E+01   -0.254433E+03    0.524489E-01   -0.285781E-02
      7635   -0.262706E+03    0.506425E+01    0.324882E+01   -0.254393E+03    0.527526E-01    0.370497E-02
      7636   -0.262680E+03    0.509458E+01    0.323368E+01   -0.254351E+03    0.530686E-01    0.102451E-01
      7637   -0.262654E+03    0.512607E+01    0.321835E+01   -0.254310E+03    0.533966E-01    0.167611E-01
      7638   -0.262630E+03    0.515870E+01    0.320284E+01   -0.254268E+03    0.537365E-01    0.232511E-01
      7639   -0.262605E+03    0.519245E+01    0.318715E+01   -0.254226E+03    0.540881E-01    0.297137E-01
      7640   -0.262582E+03    0.522730E+01    0.317125E+01   -0.254183E+03    0.544510E-01    0.361471E-01
      7641   -0.262558E+03    0.526321E+01    0.315517E+01   -0.254140E+03    0.548251E-01    0.229085E-01
      7642   -0.262535E+03    0.530016E+01    0.313888E+01   -0.254096E+03    0.552100E-01    0.290015E-01
      7643   -0.262513E+03    0.533813E+01    0.312239E+01   -0.254052E+03    0.556055E-01    0.350754E-01
      7644   -0.262491E+03    0.537708E+01    0.310569E+01   -0.254008E+03    0.560112E-01    0.411289E-01
      7645   -0.262469E+03    0.541698E+01    0.308878E+01   -0.253963E+03    0.564269E-01    0.471604E-01
      7646   -0.262447E+03    0.545780E+01    0.307165E+01   -0.253918E+03    0.568520E-01    0.598393E-01
      7647   -0.262426E+03    0.549950E+01    0.305431E+01   -0.253872E+03    0.572864E-01    0.658237E-01
      7648   -0.262405E+03    0.554204E+01    0.303675E+01   -0.253826E+03    0.577296E-01    0.717756E-01
      7649   -0.262384E+03    0.558540E+01    0.301896E+01   -0.253779E+03    0.581812E-01    0.776936E-01
      7650   -0.262363E+03    0.562952E+01    0.300094E+01   -0.253733E+03    0.586408E-01    0.835763E-01
      7651   -0.262342E+03    0.567437E+01    0.298270E+01   -0.253685E+03    0.591081E-01    0.894222E-01
      7652   -0.262322E+03    0.571992E+01    0.296422E+01   -0.253638E+03    0.595825E-01    0.874429E-01
      7653   -0.262301E+03    0.576610E+01    0.294551E+01   -0.253590E+03    0.600636E-01    0.932601E-01
      7654   -0.262281E+03    0.581289E+01    0.292656E+01   -0.253541E+03    0.605510E-01    0.990392E-01
      7655   -0.262260E+03    0.586024E+01    0.290737E+01   -0.253493E+03    0.610442E-01    0.104779E+00
      7656   -0.262240E+03    0.590810E+01    0.288793E+01   -0.253443E+03    0.615427E-01    0.110478E+00
      7657   -0.262219E+03    0.595643E+01    0.286826E+01   -0.253394E+03    0.620461E-01    0.116136E+00
      7658   -0.262198E+03    0.600517E+01    0.284833E+01   -0.253344E+03    0.625539E-01    0.104416E+00
      7659   -0.262176E+03    0.605429E+01    0.282816E+01   -0.253294E+03    0.630655E-01    0.137717E+00
      7660   -0.262155E+03    0.610373E+01    0.280774E+01   -0.253243E+03    0.635805E-01    0.142628E+00
      7661   -0.262133E+03    0.615345E+01    0.278707E+01   -0.253193E+03    0.640984E-01    0.147490E+00
      7662   -0.262111E+03    0.620339E+01    0.276615E+01   -0.253141E+03    0.646186E-01    0.152301E+00
      7663   -0.262088E+03    0.625351E+01    0.274498E+01   -0.253090E+03    0.651407E-01    0.124327E+00
      7664   -0.262065E+03    0.630376E+01    0.272355E+01   -0.253038E+03    0.656641E-01    0.128986E+00
      7665   -0.262042E+03    0.635408E+01    0.270187E+01   -0.252986E+03    0.661884E-01    0.133617E+00
      7666   -0.262017E+03    0.640444E+01    0.267994E+01   -0.252933E+03    0.667129E-01    0.138220E+00
      7667   -0.261993E+03    0.645478E+01    0.265775E+01   -0.252880E+03    0.672373E-01    0.142795E+00
      7668   -0.261967E+03    0.650505E+01    0.263531E+01   -0.252827E+03    0.677609E-01    0.147341E+00
      7669   -0.261941E+03    0.655520E+01    0.261262E+01   -0.252773E+03    0.682833E-01    0.151858E+00
      7670   -0.261914E+03    0.660518E+01    0.258968E+01   -0.252719E+03    0.688040E-01    0.156344E+00
      7671   -0.261887E+03    0.665495E+01    0.256648E+01   -0.252665E+03    0.693224E-01    0.160801E+00
      7672   -0.261858E+03    0.670446E+01    0.254303E+01   -0.252611E+03    0.698382E-01    0.165227E+00
      7673   -0.261829E+03    0.675367E+01    0.251934E+01   -0.252556E+03    0.703507E-01    0.169622E+00
      7674   -0.261799E+03    0.680252E+01    0.249539E+01   -0.252501E+03    0.708596E-01    0.173984E+00
      7675   -0.261768E+03    0.685098E+01    0.247120E+01   -0.252445E+03    0.713644E-01    0.178314E+00
      7676   -0.261735E+03    0.689900E+01    0.244676E+01   -0.252390E+03    0.718646E-01    0.182611E+00
      7677   -0.261702E+03    0.694655E+01    0.242209E+01   -0.252334E+03    0.723598E-01    0.186518E+00
      7678   -0.261668E+03    0.699357E+01    0.239716E+01   -0.252277E+03    0.728496E-01    0.189649E+00
      7679   -0.261633E+03    0.704003E+01    0.237201E+01   -0.252221E+03    0.733336E-01    0.192748E+00
      7680   -0.261596E+03    0.708589E+01    0.234661E+01   -0.252164E+03    0.738113E-01    0.195814E+00
      7681   -0.261559E+03    0.713112E+01    0.232098E+01   -0.252106E+03    0.742825E-01    0.198846E+00
      7682   -0.261520E+03    0.717568E+01    0.229512E+01   -0.252049E+03    0.747467E-01    0.201845E+00
      7683   -0.261480E+03    0.721954E+01    0.226904E+01   -0.251991E+03    0.752035E-01    0.204808E+00
      7684   -0.261439E+03    0.726267E+01    0.224272E+01   -0.251933E+03    0.756528E-01    0.207735E+00
      7685   -0.261396E+03    0.730504E+01    0.221619E+01   -0.251875E+03    0.760942E-01    0.210626E+00
      7686   -0.261352E+03    0.734663E+01    0.218944E+01   -0.251816E+03    0.765274E-01    0.231174E+00
      7687   -0.261307E+03    0.738741E+01    0.216247E+01   -0.251757E+03    0.769522E-01    0.233652E+00
      7688   -0.261261E+03    0.742736E+01    0.213529E+01   -0.251698E+03    0.773683E-01    0.236081E+00
      7689   -0.261213E+03    0.746645E+01    0.210791E+01   -0.251639E+03    0.777755E-01    0.238460E+00
      7690   -0.261164E+03    0.750468E+01    0.208032E+01   -0.251579E+03    0.781737E-01    0.240788E+00
      7691   -0.261113E+03    0.754202E+01    0.205253E+01   -0.251519E+03    0.785627E-01    0.240009E+00
      7692   -0.261061E+03    0.757846E+01    0.202455E+01   -0.251458E+03    0.789423E-01    0.242058E+00
      7693   -0.261008E+03    0.761399E+01    0.199637E+01   -0.251398E+03    0.793124E-01    0.244052E+00
      7694   -0.260954E+03    0.764862E+01    0.196800E+01   -0.251337E+03    0.796731E-01    0.241399E+00
      7695   -0.260898E+03    0.768231E+01    0.193946E+01   -0.251276E+03    0.800241E-01    0.242828E+00
      7696   -0.260840E+03    0.771509E+01    0.191073E+01   -0.251214E+03    0.803655E-01    0.244199E+00
      7697   -0.260781E+03    0.774694E+01    0.188182E+01   -0.251153E+03    0.806973E-01    0.245511E+00
      7698   -0.260721E+03    0.777787E+01    0.185275E+01   -0.251091E+03    0.810195E-01    0.246764E+00
      7699   -0.260660E+03    0.780788E+01    0.182350E+01   -0.251028E+03    0.813321E-01    0.247955E+00
      7700   -0.260597E+03    0.783698E+01    0.179410E+01   -0.250966E+03    0.816352E-01    0.249085E+00
      7701   -0.260533E+03    0.786518E+01    0.176453E+01   -0.250903E+03    0.819290E-01    0.250151E+00
      7702   -0.260467E+03    0.789249E+01    0.173481E+01   -0.250840E+03    0.822134E-01    0.251153E+00
      7703   -0.260401E+03    0.791892E+01    0.170494E+01   -0.250777E+03    0.824888E-01    0.254890E+00
      7704   -0.260333E+03    0.794450E+01    0.167492E+01   -0.250713E+03    0.827552E-01    0.262198E+00
      7705   -0.260263E+03    0.796923E+01    0.164475E+01   -0.250649E+03    0.830129E-01    0.262353E+00
      7706   -0.260193E+03    0.799315E+01    0.161445E+01   -0.250585E+03    0.832620E-01    0.262432E+00
      7707   -0.260121E+03    0.801627E+01    0.158401E+01   -0.250521E+03    0.835028E-01    0.262434E+00
      7708   -0.260048E+03    0.803862E+01    0.155344E+01   -0.250456E+03    0.837356E-01    0.262358E+00
      7709   -0.259974E+03    0.806022E+01    0.152274E+01   -0.250391E+03    0.839607E-01    0.262203E+00
      7710   -0.259899E+03    0.808111E+01    0.149192E+01   -0.250326E+03    0.841783E-01    0.261968E+00
      7711   -0.259823E+03    0.810132E+01    0.146097E+01   -0.250261E+03    0.843887E-01    0.261652E+00
      7712   -0.259746E+03    0.812087E+01    0.142990E+01   -0.250195E+03    0.845924E-01    0.261255E+00
      7713   -0.259667E+03    0.813980E+01    0.139872E+01   -0.250129E+03    0.847896E-01    0.260775E+00
      7714   -0.259588E+03    0.815815E+01    0.136743E+01   -0.250063E+03    0.849807E-01    0.260212E+00
      7715   -0.259508E+03    0.817595E+01    0.133603E+01   -0.249996E+03    0.851661E-01    0.259564E+00
      7716   -0.259427E+03    0.819324E+01    0.130452E+01   -0.249929E+03    0.853462E-01    0.258832E+00
      7717   -0.259345E+03    0.821005E+01    0.127290E+01   -0.249862E+03    0.855214E-01    0.258013E+00
      7718   -0.259263E+03    0.822644E+01    0.124118E+01   -0.249795E+03    0.856921E-01    0.257108E+00
      7719   -0.259179E+03    0.824243E+01    0.120936E+01   -0.249727E+03    0.858587E-01    0.256116E+00
      7720   -0.259095E+03    0.825807E+01    0.117745E+01   -0.249659E+03    0.860216E-01    0.255037E+00
      7721   -0.259010E+03    0.827340E+01    0.114543E+01   -0.249591E+03    0.861812E-01    0.255761E+00
      7722   -0.258925E+03    0.828846E+01    0.111333E+01   -0.249523E+03    0.863381E-01    0.253635E+00
      7723   -0.258839E+03    0.830329E+01    0.108113E+01   -0.249454E+03    0.864926E-01    0.280704E+00
      7724   -0.258752E+03    0.831793E+01    0.104884E+01   -0.249386E+03    0.866451E-01    0.278250E+00
      7725   -0.258665E+03    0.833243E+01    0.101645E+01   -0.249316E+03    0.867961E-01    0.275689E+00
      7726   -0.258578E+03    0.834682E+01    0.983981E+00   -0.249247E+03    0.869461E-01    0.273023E+00
      7727   -0.258490E+03    0.836115E+01    0.951422E+00   -0.249177E+03    0.870953E-01    0.253647E+00
      7728   -0.258402E+03    0.837546E+01    0.918774E+00   -0.249108E+03    0.872443E-01    0.250640E+00
      7729   -0.258313E+03    0.838978E+01    0.886039E+00   -0.249037E+03    0.873935E-01    0.247539E+00
      7730   -0.258224E+03    0.840415E+01    0.853218E+00   -0.248967E+03    0.875432E-01    0.244346E+00
      7731   -0.258135E+03    0.841862E+01    0.820310E+00   -0.248896E+03    0.876939E-01    0.241061E+00
      7732   -0.258046E+03    0.843321E+01    0.787317E+00   -0.248826E+03    0.878459E-01    0.237687E+00
      7733   -0.257957E+03    0.844797E+01    0.754237E+00   -0.248755E+03    0.879997E-01    0.234224E+00
      7734   -0.257867E+03    0.846292E+01    0.721070E+00   -0.248683E+03    0.881555E-01    0.230675E+00
      7735   -0.257778E+03    0.847811E+01    0.687817E+00   -0.248612E+03    0.883136E-01    0.227041E+00
      7736   -0.257688E+03    0.849355E+01    0.654478E+00   -0.248540E+03    0.884745E-01    0.223325E+00
      7737   -0.257598E+03    0.850929E+01    0.621050E+00   -0.248468E+03    0.886384E-01    0.230711E+00
      7738   -0.257509E+03    0.852534E+01    0.587535E+00   -0.248396E+03    0.888057E-01    0.226700E+00
      7739   -0.257419E+03    0.854174E+01    0.553931E+00   -0.248323E+03    0.889765E-01    0.222603E+00
      7740   -0.257329E+03    0.855850E+01    0.520238E+00   -0.248251E+03    0.891511E-01    0.218424E+00
      7741   -0.257240E+03    0.857566E+01    0.486454E+00   -0.248178E+03    0.893298E-01    0.214165E+00
      7742   -0.257150E+03    0.859322E+01    0.452578E+00   -0.248105E+03    0.895127E-01    0.209829E+00
      7743   -0.257061E+03    0.861122E+01    0.418611E+00   -0.248031E+03    0.897002E-01    0.205419E+00
      7744   -0.256972E+03    0.862965E+01    0.384550E+00   -0.247958E+03    0.898922E-01    0.200937E+00
      7745   -0.256883E+03    0.864855E+01    0.350394E+00   -0.247884E+03    0.900890E-01    0.196387E+00
      7746   -0.256794E+03    0.866791E+01    0.316143E+00   -0.247810E+03    0.902907E-01    0.191773E+00
      7747   -0.256706E+03    0.868775E+01    0.281795E+00   -0.247736E+03    0.904974E-01    0.187097E+00
      7748   -0.256617E+03    0.870808E+01    0.247349E+00   -0.247662E+03    0.907092E-01    0.182363E+00
      7749   -0.256529E+03    0.872890E+01    0.212803E+00   -0.247587E+03    0.909261E-01    0.177576E+00
      7750   -0.256441E+03    0.875022E+01    0.178157E+00   -0.247513E+03    0.911481E-01    0.172738E+00
      7751   -0.256353E+03    0.877203E+01    0.143409E+00   -0.247438E+03    0.913754E-01    0.167855E+00
      7752   -0.256266E+03    0.879434E+01    0.108558E+00   -0.247363E+03    0.916077E-01    0.162930E+00
      7753   -0.256178E+03    0.881715E+01    0.736022E-01   -0.247287E+03    0.918453E-01    0.136180E+00
      7754   -0.256091E+03    0.884044E+01    0.385415E-01   -0.247212E+03    0.920879E-01    0.130794E+00
      7755   -0.256004E+03    0.886421E+01    0.337422E-02   -0.247137E+03    0.923355E-01    0.125391E+00
      7756   -0.255917E+03    0.888845E+01   -0.319007E-01   -0.247061E+03    0.925880E-01    0.119974E+00
      7757   -0.255831E+03    0.891315E+01   -0.672842E-01   -0.246985E+03    0.928454E-01    0.114549E+00
      7758   -0.255745E+03    0.893831E+01   -0.102777E+00   -0.246909E+03    0.931074E-01    0.109121E+00
      7759   -0.255658E+03    0.896390E+01   -0.138381E+00   -0.246833E+03    0.933739E-01    0.103696E+00
      7760   -0.255572E+03    0.898991E+01   -0.174096E+00   -0.246757E+03    0.936449E-01    0.982770E-01
      7761   -0.255487E+03    0.901632E+01   -0.209923E+00   -0.246680E+03    0.939200E-01    0.928711E-01
      7762   -0.255401E+03    0.904312E+01   -0.245863E+00   -0.246604E+03    0.941992E-01    0.666910E-01
      7763   -0.255315E+03    0.907029E+01   -0.281916E+00   -0.246527E+03    0.944821E-01    0.610884E-01
      7764   -0.255230E+03    0.909779E+01   -0.318083E+00   -0.246450E+03    0.947687E-01    0.555259E-01
